投资方所在城市,融资方所在城市
昌吉回族自治州,乌鲁木齐
贵阳,遵义
厦门,北京
泉州,上海
天津,上海
上海,天津
深圳,西安
宁波,杭州
北京,沈阳
北京,苏州
无锡,上海
南京,北京
南京,上海
厦门,北京
厦门,深圳
温州,杭州
唐山,北京
北京,成都
重庆,北京
武汉,北京
上海,南京
西安,北京
天津,上海
青岛,北京
济南,北京
天津,北京
珠海,北京
佛山,广州
深圳,成都
广州,北京
台州,杭州
上海,苏州
北京,嘉兴
常州,上海
崇左,南宁
烟台,北京
长沙,北京
北京,保定
北京,廊坊
北京,南京
佛山,深圳
呼和浩特,包头
福州,深圳
上海,深圳
南昌,芜湖
成都,拉萨
贵阳,遵义
重庆,深圳
呼和浩特,巴彦淖尔
上海,苏州
广州,深圳
武汉,黄冈
上海,北京
成都,凉山彝族自治州
保山,楚雄彝族自治州
呼和浩特,锡林郭勒盟
呼和浩特,鄂尔多斯
北京,东营
西安,榆林
济南,潍坊
北京,武汉
深圳,武汉
深圳,天津
上海,南京
上海,重庆
北京,上海
威海,青岛
上海,深圳
上海,重庆
上海,温州
北京,成都
北京,无锡
北京,潍坊
深圳,长沙
深圳,赣州
广州,中山
武汉,孝感
武汉,黄冈
杭州,温州
杭州,台州
厦门,龙岩
郑州,新乡
郑州,焦作
苏州,南通
苏州,常州
西安,咸阳
西安,宝鸡
上海,松原
昆明,红河哈尼族彝族自治州
营口,大连
昆明,深圳
昆明,红河哈尼族彝族自治州
昆明,玉溪
太原,运城
太原,大同
太原,吕梁
郑州,安阳
郑州,焦作
郑州,商丘
郑州,信阳
郑州,三门峡
郑州,天津
无锡,宁波
南京,连云港
南京,北京
南京,常州
南京,徐州
西安,郑州
西安,安康
济南,莱芜
济南,淄博
济南,大连
石家庄,天津
唐山,天津
秦皇岛,哈尔滨
绍兴,上海
杭州,广州
杭州,太原
杭州,南昌
杭州,西安
烟台,威海
潍坊,深圳
呼和浩特,鄂尔多斯
呼和浩特,乌兰察布
成都,攀枝花
成都,巴中
成都,雅安
北京,锡林郭勒盟
北京,晋中
北京,长春
北京,常州
北京,淄博
滨州,济南
天津,保定
天津,济南
珠海,中山
广州,宁波
广州,杭州
广州,惠州
广州,拉萨
广州,成都
广州,南京
广州,济南
深圳,石家庄
深圳,宁波
深圳,河源
深圳,泉州
深圳,吉安
深圳,杭州
大连,天津
上海,日照
上海,临沂
上海,南宁
武汉,合肥
东莞,上海
资阳,成都
漳州,福州
镇江,上海
邢台,北京
北京,石家庄
北京,济南
重庆,成都
台州,杭州
深圳,重庆
深圳,郑州
深圳,武汉
深圳,东莞
上海,广州
西安,北京
深圳,广州
深圳,郑州
上海,杭州
成都,巴中
成都,深圳
上海,嘉兴
上海,杭州
上海,广州
北京,合肥
达州,成都
长沙,北京
长沙,深圳
泸州,上海
珠海,深圳
深圳,长沙
深圳,九江
深圳,天津
深圳,南京
嘉兴,上海
宁波,杭州
东莞,深圳
厦门,泉州
厦门,深圳
郑州,上海
北京,长沙
北京,哈尔滨
北京,拉萨
北京,福州
北京,南昌
北京,鹰潭
北京,苏州
北京,济南
无锡,上海
南京,深圳
上海,重庆
上海,湖州
上海,福州
上海,泰州
上海,成都
上海,南通
上海,伊犁哈萨克自治州
青岛,北京
济南,上海
上海,苏州
北京,邯郸
北京,芜湖
北京,长沙
北京,石家庄
北京,福州
合肥,上海
武汉,深圳
杭州,郑州
杭州,丽水
成都,绵阳
成都,北京
深圳,东莞
深圳,南昌
上海,南通
长沙,郴州
上海,温州
上海,喀什地区
上海,长春
上海,盐城
合肥,芜湖
珠海,广州
深圳,佛山
深圳,嘉兴
深圳,宁波
深圳,哈尔滨
深圳,沈阳
广州,南宁
广州,苏州
广州,福州
嘉兴,上海
武汉,长沙
武汉,郑州
杭州,衢州
杭州,南宁
杭州,青岛
常州,苏州
常州,上海
乌鲁木齐,伊犁哈萨克自治州
乌鲁木齐,阿克苏地区
镇江,上海
成都,乌鲁木齐
成都,德阳
北京,滨州
北京,张家口
北京,沧州
北京,大庆
天津,青岛
无锡,北京
南京,常州
南京,无锡
厦门,杭州
大连,上海
大连,深圳
中山,深圳
潍坊,北京
信阳,开封
上海,广州
福州,深圳
深圳,广州
郑州,北京
北京,广州
苏州,北京
西安,北京
青岛,北京
济南,北京
石家庄,北京
深圳,嘉兴
深圳,东莞
深圳,成都
深圳,珠海
广州,珠海
广州,佛山
东莞,深圳
拉萨,宁波
厦门,北京
北京,长春
北京,新余
北京,沈阳
苏州,北京
上海,无锡
上海,昆明
上海,天津
济南,北京
延安,西安
厦门,福州
金华,济南
北京,金华
深圳,惠州
深圳,珠海
东莞,深圳
北京,南京
沈阳,盘锦
沈阳,葫芦岛
上海,杭州
北京,天津
北京,天津
日照,上海
石家庄,邢台
长沙,常德
上海,郑州
上海,湖州
上海,台州
上海,天津
北京,承德
北京,合肥
北京,杭州
合肥,亳州
合肥,六安
合肥,马鞍山
广州,杭州
广州,苏州
深圳,南京
重庆,上海
温州,丽水
杭州,嘉兴
杭州,湖州
福州,武汉
福州,漳州
郑州,新乡
郑州,周口
烟台,青岛
成都,达州
成都,北京
常州,上海
南京,苏州
厦门,合肥
青岛,临沂
深圳,惠州
深圳,成都
深圳,北京
惠州,深圳
上海,北京
北京,成都
贵阳,上海
北京,保定
北京,塔城地区
深圳,武汉
北京,滨州
北京,张家口
深圳,长沙
杭州,北京
珠海,北京
广州,上海
深圳,长沙
哈尔滨,上海
南京,北京
北京,长沙
北京,滨州
北京,金华
北京,咸宁
北京,西安
深圳,郑州
银川,吴忠
宁波,上海
深圳,重庆
上海,舟山
贵阳,安顺
珠海,宁波
重庆,北京
重庆,天津
重庆,上海
深圳,福州
深圳,宜春
广州,天津
广州,中山
温州,上海
贵阳,安顺
南昌,抚州
南昌,北京
北京,保定
北京,邢台
北京,滁州
北京,日照
北京,泸州
北京,合肥
北京,马鞍山
北京,安庆
北京,驻马店
北京,洛阳
北京,吉林
北京,酒泉
北京,哈密地区
北京,海口
北京,盐城
北京,和田地区
北京,济宁
北京,淄博
北京,渭南
苏州,深圳
天津,伊犁哈萨克自治州
无锡,北京
上海,长沙
上海,广州
上海,常州
上海,拉萨
上海,新余
上海,宜春
上海,西安
西安,深圳
上海,北京
长沙,常德
北京,承德
北京,宁波
北京,哈尔滨
北京,邢台
北京,大同
北京,太原
北京,大连
北京,沈阳
北京,泰安
北京,青岛
上海,泰州
郑州,平顶山
武汉,黄冈
北京,邢台
北京,廊坊
北京,保定
北京,呼和浩特
北京,苏州
北京,南京
北京,沈阳
北京,乌鲁木齐
北京,东营
广州,深圳
深圳,北京
南京,上海
上海,广州
上海,深圳
达州,成都
北京,太原
北京,喀什地区
北京,长春
北京,呼和浩特
北京,潍坊
石家庄,衡水
北京,邯郸
北京,邢台
北京,廊坊
北京,绍兴
北京,呼和浩特
北京,兰州
杭州,湖州
上海,合肥
上海,嘉兴
郑州,深圳
南京,北京
南京,常州
达州,成都
北京,拉萨
北京,乌鲁木齐
北京,烟台
北京,延安
佛山,福州
杭州,宁波
杭州,上海
北京,金华
宁波,金华
长沙,岳阳
北京,德州
北京,新乡
北京,鄂尔多斯
合肥,安庆
广州,武汉
深圳,德州
深圳,南阳
深圳,泉州
深圳,赣州
深圳,南通
深圳,常州
深圳,淄博
金华,上海
嘉兴,北京
武汉,咸宁
宁波,青岛
杭州,台州
杭州,温州
杭州,南京
杭州,深圳
上海,绍兴
上海,哈尔滨
上海,拉萨
上海,徐州
上海,武汉
上海,济宁
郑州,开封
长春,白山
南昌,九江
成都,眉山
南京,滁州
南京,苏州
西安,渭南
西安,宝鸡
南宁,百色
济南,济宁
银川,吴忠
锡林郭勒盟,呼伦贝尔
北京,长沙
北京,萍乡
深圳,成都
宁波,绍兴
长沙,常德
深圳,呼和浩特
东莞,深圳
北京,邢台
北京,临沂
北京,合肥
北京,昆明
北京,朔州
北京,沈阳
上海,苏州
杭州,台州
北京,广州
北京,深圳
深圳,上海
深圳,广州
上海,石家庄
上海,临沂
上海,襄阳
上海,台州
上海,中山
连云港,上海
无锡,上海
南京,武汉
南宁,柳州
南宁,贵阳
石家庄,北京
舟山,上海
杭州,苏州
哈尔滨,上海
乌鲁木齐,北京
成都,上海
成都,深圳
北京,沧州
北京,佛山
北京,邢台
北京,长治
北京,赤峰
北京,赣州
合肥,芜湖
佛山,广州
深圳,佛山
深圳,太原
深圳,赣州
台州,上海
大连,北京
贵阳,黔南布依族苗族自治州
厦门,深圳
海口,深圳
天津,唐山
长沙,成都
佛山,深圳
深圳,佛山
深圳,重庆
深圳,宁波
深圳,哈尔滨
广州,珠海
绍兴,上海
嘉兴,苏州
宁波,绍兴
杭州,金华
乌鲁木齐,北京
上海,张家口
上海,合肥
上海,重庆
上海,沈阳
上海,南宁
上海,济南
宿迁,北京
南昌,北京
成都,青岛
北京,金华
北京,嘉兴
北京,大连
北京,南宁
南通,北京
苏州,南京
常州,上海
无锡,北京
无锡,南京
南京,无锡
厦门,泉州
武汉,深圳
西安,上海
伊犁哈萨克自治州,天津
中山,广州
中山,上海
深圳,广州
宁波,上海
拉萨,北京
上海,无锡
北京,长沙
北京,西安
杭州,北京
天津,北京
上海,临沂
上海,蚌埠
上海,绍兴
上海,烟台
合肥,亳州
广州,珠海
广州,佛山
深圳,昆明
深圳,宁波
宁波,秦皇岛
宁波,成都
宁波,上海
杭州,温州
拉萨,南京
福州,郑州
福州,上海
北京,昆明
北京,沈阳
北京,西安
南宁,百色
南宁,玉林
长沙,深圳
北京,廊坊
北京,成都
合肥,上海
昆明,深圳
深圳,杭州
深圳,合肥
深圳,黔南布依族苗族自治州
广州,上海
武汉,上海
宁波,苏州
宁波,杭州
杭州,金华
乌鲁木齐,拉萨
上海,广州
上海,南通
上海,玉林
南京,苏州
南京,深圳
西安,深圳
济南,青岛
长沙,北京
珠海,广州
深圳,长沙
深圳,郑州
深圳,成都
深圳,南京
金华,北京
杭州,绍兴
福州,北京
九江,北京
北京,唐山
北京,杭州
北京,长春
北京,海口
北京,南京
北京,大连
北京,乌鲁木齐
北京,青岛
南京,苏州
南京,伊犁哈萨克自治州
上海,郑州
上海,青岛
上海,天津
济南,北京
昆明,西双版纳傣族自治州
昆明,曲靖
太原,上海
上海,绵阳
上海,连云港
上海,铜陵
上海,淮北
上海,佛山
上海,吉安
上海,遵义
上海,博尔塔拉蒙古自治州
上海,中山
兰州,北京
兰州,深圳
南通,宁波
苏州,镇江
苏州,芜湖
苏州,泰州
西安,天津
西安,厦门
南宁,河池
南宁,北京
济南,临沂
石家庄,通化
石家庄,新余
唐山,北京
绍兴,舟山
嘉兴,湖州
嘉兴,南京
湖州,深圳
宁波,合肥
宁波,珠海
宁波,新余
杭州,聊城
杭州,珠海
杭州,郑州
杭州,九江
杭州,南通
杭州,乌鲁木齐
乌鲁木齐,天津
拉萨,昆明
拉萨,鹰潭
拉萨,福州
拉萨,广州
烟台,北京
包头,鄂尔多斯
呼和浩特,乌兰察布
成都,长沙
成都,资阳
成都,苏州
成都,达州
成都,广安
成都,内江
德州,济南
长沙,益阳
长沙,南昌
长沙,成都
长沙,银川
北京,衡阳
北京,衡水
北京,马鞍山
北京,淮北
北京,佛山
北京,六安
北京,吕梁
北京,运城
北京,平顶山
北京,新乡
北京,四平
北京,阜阳
北京,赤峰
北京,盘锦
北京,葫芦岛
北京,连云港
北京,锦州
北京,吴忠
合肥,池州
合肥,滁州
合肥,淮北
珠海,武汉
珠海,西安
佛山,肇庆
佛山,九江
广州,鹰潭
广州,桂林
深圳,韶关
深圳,南平
深圳,吉安
长春,四平
长春,延边朝鲜族自治州
大连,九江
沈阳,营口
贵阳,上海
重庆,南宁
重庆,昆明
孝感,北京
武汉,荆门
武汉,嘉兴
武汉,西安
武汉,咸宁
福州,嘉兴
福州,龙岩
厦门,广州
厦门,嘉兴
厦门,天津
扬州,北京
萍乡,嘉兴
南昌,上饶
南昌,萍乡
南昌,宜春
赣州,北京
赣州,上海
新余,宁波
九江,杭州
宜春,深圳
伊犁哈萨克自治州,宁波
伊犁哈萨克自治州,珠海
伊犁哈萨克自治州,大连
天津,温州
天津,新余
嘉兴,北京
南京,镇江
杭州,上海
北京,西安
北京,广州
上海,武汉
上海,宿迁
上海,南京
北京,青岛
北京,杭州
北京,成都
东莞,深圳
北京,昆明
北京,成都
北京,沈阳
北京,郑州
北京,南京
北京,深圳
南京,合肥
北京,广州
北京,杭州
北京,西安
北京,伊犁哈萨克自治州
南京,杭州
南京,济宁
南京,济南
深圳,上海
中山,上海
广州,上海
广州,深圳
金华,天津
金华,深圳
武汉,北京
杭州,北京
北京,承德
北京,郑州
天津,北京
北京,哈尔滨
北京,郑州
北京,海口
北京,沈阳
南京,金华
天津,金华
海东地区,西宁
陇南,兰州
锦州,葫芦岛
呼和浩特,鄂尔多斯
青岛,烟台
长沙,邵阳
长沙,郴州
长沙,永州
长沙,娄底
长沙,深圳
太原,忻州
乌鲁木齐,嘉兴
郑州,开封
郑州,商丘
苏州,重庆
苏州,嘉兴
苏州,武汉
苏州,宁波
苏州,温州
苏州,东莞
苏州,北京
无锡,天津
南京,扬州
南京,徐州
南京,连云港
南京,上海
西安,榆林
济宁,菏泽
南宁,青岛
青岛,石家庄
青岛,北京
青岛,上海
青岛,烟台
济南,菏泽
石家庄,邯郸
石家庄,张家口
绍兴,宁波
绍兴,杭州
金华,宁波
嘉兴,金华
嘉兴,宁波
宁波,丽水
杭州,宣城
杭州,合肥
哈尔滨,绥化
潍坊,德州
成都,资阳
北京,菏泽
北京,南京
北京,邯郸
北京,泰州
北京,十堰
北京,烟台
合肥,滁州
珠海,中山
佛山,上海
江门,青岛
广州,中山
广州,武汉
深圳,安庆
深圳,荆门
深圳,荆州
深圳,驻马店
深圳,镇江
深圳,沈阳
深圳,湖州
深圳,郴州
深圳,天津
长春,吉林
长春,天津
广安,新乡
上海,临沂
上海,广州
上海,南昌
上海,镇江
重庆,合肥
荆门,武汉
孝感,武汉
武汉,宁波
武汉,襄阳
东莞,南昌
东莞,吉安
东莞,成都
东莞,广州
东莞,重庆
扬州,泰州
宿迁,泰安
南昌,深圳
天津,沧州
天津,上海
石家庄,保定
西宁,海西蒙古族藏族自治州
杭州,金华
镇江,上海
上海,青岛
上海,南京
常州,北京
无锡,南京
盐城,上海
南宁,百色
淄博,上海
济南,临沂
东营,青岛
邯郸,北京
唐山,天津
沧州,北京
绍兴,宁波
金华,上海
嘉兴,苏州
宁波,合肥
杭州,北京
杭州,深圳
北京,乌鲁木齐
北京,重庆
北京,无锡
北京,南京
合肥,北京
合肥,深圳
汕头,上海
深圳,宁波
深圳,郑州
深圳,无锡
深圳,杭州
深圳,遵义
台州,杭州
沈阳,上海
武汉,南昌
武汉,南宁
东莞,上海
肇庆,佛山
资阳,成都
厦门,福州
湖州,杭州
天津,深圳
德州,北京
上海,杭州
上海,深圳
合肥,北京
合肥,上海
深圳,长沙
深圳,杭州
深圳,济南
深圳,天津
重庆,北京
绍兴,杭州
武汉,北京
杭州,成都
惠州,深圳
北京,长沙
北京,石家庄
北京,长春
北京,青岛
北京,大连
苏州,南京
南京,深圳
温州,上海
北京,上海
保定,北京
北京,广州
佛山,北京
深圳,长沙
深圳,西安
深圳,广州
嘉兴,杭州
宁波,上海
苏州,南京
淄博,北京
珠海,深圳
深圳,宁波
广州,珠海
嘉兴,上海
湖州,杭州
温州,上海
镇江,宜春
上海,宁波
包头,北京
北京,济南
苏州,北京
南京,上海
潍坊,北京
北京,廊坊
长沙,拉萨
北京,长春
广州,珠海
珠海,深圳
武汉,深圳
郑州,阿克苏地区
南京,宿迁
盐城,深圳
乌鲁木齐,昌吉回族自治州
柳州,南宁
北京,上海
武汉,宜昌
北京,保定
长春,北京
宁波,杭州
杭州,丽水
北京,郑州
北京,成都
北京,徐州
北京,广州
南京,深圳
淮安,南通
宁波,徐州
嘉兴,上饶
武汉,荆门
武汉,襄阳
武汉,运城
武汉,黄冈
武汉,荆州
杭州,宁波
太原,运城
太原,朔州
拉萨,山南地区
郑州,南阳
南昌,吉安
成都,凉山彝族自治州
北京,武汉
北京,郑州
北京,巴彦淖尔
北京,沈阳
济南,滨州
北京,巴彦淖尔
北京,青岛
昆明,红河哈尼族彝族自治州
深圳,西安
广州,东莞
杭州,赣州
杭州,青岛
杭州,深圳
厦门,漳州
苏州,深圳
上海,郑州
上海,舟山
上海,湖州
上海,成都
上海,营口
上海,深圳
天津,上海
深圳,上海
石家庄,保定
惠州,深圳
上海,长沙
上海,临沂
上海,南昌
上海,大连
上海,北京
北京,日照
北京,威海
北京,邯郸
北京,驻马店
北京,镇江
北京,徐州
北京,大连
昆明,普洱
深圳,河源
深圳,武汉
杭州,绍兴
东莞,深圳
哈尔滨,绥化
太原,晋中
厦门,菏泽
郑州,周口
南昌,吉安
苏州,上海
苏州,盐城
无锡,泰州
南京,马鞍山
南京,苏州
西安,榆林
南宁,百色
青岛,日照
济南,潍坊
潍坊,青岛
长沙,益阳
滨州,青岛
成都,凉山彝族自治州
苏州,邯郸
西安,榆林
济南,济宁
上海,苏州
郑州,许昌
昆明,西双版纳傣族自治州
曲靖,昆明
太原,阳泉
太原,长治
太原,临汾
郑州,宁波
郑州,深圳
兰州,白银
连云港,上海
无锡,南通
无锡,常州
南京,南通
泉州,深圳
咸阳,西安
西安,成都
西安,延安
西安,渭南
西安,铜川
西安,北京
济宁,济南
南宁,河池
南宁,桂林
济南,菏泽
济南,日照
济南,枣庄
济南,东营
济南,天津
石家庄,邯郸
秦皇岛,芜湖
秦皇岛,大庆
秦皇岛,大同
秦皇岛,长春
秦皇岛,四平
秦皇岛,铁岭
秦皇岛,绵阳
秦皇岛,本溪
秦皇岛,抚顺
沧州,石家庄
舟山,上海
绍兴,杭州
嘉兴,绍兴
宁波,武汉
杭州,天津
哈尔滨,鹤岗
拉萨,上海
烟台,济南
成都,广州
成都,武汉
成都,资阳
成都,镇江
成都,遂宁
北京,邯郸
北京,邢台
北京,秦皇岛
北京,德州
北京,马鞍山
北京,珠海
北京,绍兴
北京,宿迁
北京,新乡
北京,包头
北京,呼伦贝尔
北京,兰州
北京,赣州
北京,贵阳
北京,南宁
北京,东营
长沙,株洲
长沙,衡阳
长沙,郴州
长沙,北京
长沙,上海
临沂,济南
合肥,宿州
合肥,蚌埠
天津,大连
广州,合肥
广州,昆明
广州,清远
广州,沈阳
广州,乌鲁木齐
深圳,芜湖
深圳,哈尔滨
深圳,中山
大理白族自治州,昆明
长春,延边朝鲜族自治州
大连,襄阳
大连,绥化
大连,广州
大连,深圳
沈阳,长春
沈阳,北京
沈阳,上海
贵阳,北京
贵阳,上海
上海,邯郸
上海,株洲
上海,哈尔滨
上海,九江
上海,徐州
上海,湖州
上海,枣庄
重庆,上海
武汉,荆门
武汉,杭州
武汉,南昌
武汉,南宁
东莞,北京
福州,宁德
福州,泉州
厦门,三明
厦门,广州
宜春,南昌
北京,太原
北京,合肥
北京,苏州
北京,沈阳
重庆,上海
宁波,杭州
杭州,深圳
厦门,北京
郑州,许昌
兰州,上海
深圳,长沙
大连,上海
上海,深圳
深圳,广州
北京,郑州
北京,苏州
上海,杭州
济南,青岛
石家庄,天津
长沙,深圳
合肥,天津
重庆,深圳
上海,苏州
石家庄,北京
唐山,北京
北京,保定
北京,石家庄
北京,承德
北京,深圳
北京,武汉
北京,哈尔滨
北京,郑州
北京,成都
北京,海口
杭州,绍兴
哈尔滨,北京
福州,北京
南京,北京
青岛,北京
合肥,芜湖
佛山,广州
深圳,郑州
深圳,杭州
深圳,惠州
深圳,南宁
六安,青岛
昆明,丽江
杭州,嘉兴
惠州,深圳
拉萨,北京
福州,北京
郑州,杭州
南昌,上海
成都,上海
北京,武汉
北京,长春
北京,包头
北京,海口
北京,无锡
北京,厦门
南京,苏州
大连,沈阳
上海,长沙
上海,郑州
青岛,深圳
青岛,潍坊
济南,深圳
玉林,南宁
中山,珠海
上海,北京
上海,成都
上海,南通
上海,南京
北京,苏州
深圳,淮安
深圳,苏州
北京,唐山
北京,常州
北京,昆明
广州,上海
杭州,绍兴
杭州,金华
杭州,湖州
杭州,北京
郑州,洛阳
苏州,无锡
厦门,深圳
深圳,重庆
深圳,南京
上海,长沙
上海,重庆
上海,嘉兴
上海,湖州
上海,天津
长沙,衡阳
上海,拉萨
上海,厦门
上海,湖州
昆明,北京
昆明,玉溪
深圳,石家庄
深圳,海口
广州,西安
广州,海口
广州,贵阳
温州,杭州
杭州,昆明
杭州,福州
东莞,广州
常州,北京
汕头,深圳
太原,晋中
拉萨,深圳
福州,厦门
郑州,洛阳
成都,长沙
成都,杭州
北京,邯郸
北京,秦皇岛
北京,珠海
北京,淮安
北京,济宁
苏州,合肥
苏州,南通
苏州,深圳
天津,杭州
无锡,苏州
厦门,广州
沈阳,北京
中山,广州
西安,成都
西安,上海
杭州,上海
成都,深圳
广州,深圳
上海,成都
福州,北京
北京,保定
北京,杭州
北京,哈尔滨
北京,成都
天津,宁波
天津,上海
佛山,广州
重庆,上海
重庆,深圳
深圳,武汉
深圳,青岛
深圳,南京
深圳,汕头
广州,宁波
武汉,深圳
杭州,长沙
杭州,嘉兴
杭州,台州
杭州,深圳
北京,日照
北京,重庆
北京,喀什地区
北京,金华
北京,福州
北京,南昌
北京,潍坊
无锡,南京
南京,深圳
大连,北京
大连,深圳
上海,郑州
上海,南通
上海,伊犁哈萨克自治州
上海,福州
上海,大连
上海,厦门
北京,上海
广州,北京
佛山,广州
深圳,上海
宁波,舟山
杭州,苏州
上海,宁波
上海,青岛
北京,太原
北京,青岛
天津,北京
北海,金华
嘉兴,上海
长沙,邵阳
上海,武汉
上海,成都
上海,广州
北京,唐山
北京,宁波
北京,三亚
廊坊,北京
合肥,宣城
佛山,无锡
佛山,南通
广州,西安
广州,上海
深圳,柳州
深圳,沈阳
重庆,南宁
绍兴,杭州
嘉兴,湖州
杭州,金华
惠州,深圳
福州,莆田
抚顺,沈阳
郑州,濮阳
郑州,苏州
成都,眉山
成都,凉山彝族自治州
南通,青岛
常州,南京
无锡,上海
南京,徐州
厦门,福州
南宁,河池
南宁,桂林
南宁,玉林
石家庄,北京
深圳,东莞
广州,上海
嘉兴,北京
上海,芜湖
上海,天津
苏州,上海
南京,杭州
济南,北京
北京,哈尔滨
北京,平顶山
北京,大连
北京,临沂
北京,酒泉
深圳,广州
拉萨,上海
苏州,北京
苏州,上海
上海,广州
深圳,杭州
北京,常州
北京,苏州
北京,南京
无锡,上海
厦门,北京
西安,成都
北京,昌吉回族自治州
北京,苏州
北京,济宁
深圳,武汉
深圳,南京
重庆,上海
重庆,深圳
武汉,深圳
北京,厦门
北京,遵义
北京,拉萨
北京,珠海
厦门,深圳
深圳,武汉
深圳,南京
上海,南宁
贵阳,黔南布依族苗族自治州
贵阳,铜仁
北京,南京
石家庄,湖州
合肥,淮南
重庆,杭州
深圳,阜阳
深圳,马鞍山
深圳,安庆
深圳,西宁
深圳,三明
深圳,中山
深圳,桂林
深圳,青岛
武汉,嘉兴
武汉,上海
西宁,嘉兴
西宁,宁波
贵阳,成都
拉萨,杭州
福州,上海
福州,昆明
成都,拉萨
北京,宿州
北京,贵阳
北京,牡丹江
北京,佳木斯
北京,恩施土家族苗族自治州
北京,辽源
北京,通辽
北京,常州
北京,淮安
北京,大连
北京,沈阳
北京,绍兴
北京,乌海
南京,北京
上海,珠海
上海,昆明
上海,绍兴
上海,郑州
上海,昌吉回族自治州
上海,青岛
上海,烟台
青岛,宁波
郑州,平顶山
北京,滨州
北京,菏泽
北京,合肥
北京,长春
北京,包头
北京,赤峰
北京,济南
北京,芜湖
杭州,衢州
上海,襄阳
上海,南通
上海,盐城
上海,济宁
成都,重庆
上海,杭州
太原,朔州
北京,张家口
西安,延安
石家庄,张家口
北京,邯郸
北京,威海
北京,唐山
北京,石家庄
北京,金华
北京,宁波
北京,南昌
北京,厦门
广州,佛山
福州,莆田
苏州,上海
上海,嘉兴
上海,南京
北京,乌鲁木齐
北京,厦门
成都,北京
上海,杭州
北京,上海
北京,德州
北京,嘉兴
北京,湖州
北京,常州
北京,大同
北京,赤峰
北京,乌鲁木齐
常州,上海
广州,武汉
汕头,深圳
武汉,北京
杭州,北京
杭州,苏州
杭州,深圳
上海,长沙
上海,金华
上海,太原
上海,大连
上海,济南
成都,广元
天津,深圳
南京,深圳
济南,泰安
济南,青岛
北京,长春
北京,大连
北京,潍坊
拉萨,北京
上海,嘉兴
上海,宁波
天津,北京
济南,北京
长沙,湘潭
北京,保定
北京,滨州
北京,威海
北京,宣城
北京,沧州
北京,淮南
北京,嘉兴
北京,宜昌
北京,荆州
北京,福州
北京,包头
北京,张掖
北京,朝阳
北京,盐城
北京,鞍山
北京,十堰
北京,杭州
北京,烟台
合肥,芜湖
深圳,长春
深圳,镇江
深圳,九江
深圳,中山
深圳,宁波
深圳,潍坊
嘉兴,湖州
嘉兴,苏州
嘉兴,无锡
武汉,鄂州
武汉,西安
宁波,温州
宁波,湖州
宁波,泰州
宁波,无锡
宁波,深圳
杭州,丽水
拉萨,成都
拉萨,南京
福州,三明
福州,南平
上海,临沂
上海,昆明
上海,广州
上海,金华
上海,淮安
上海,济南
南昌,赣州
新余,成都
无锡,南京
南京,芜湖
南京,盐城
淮安,南京
厦门,漳州
九江,南昌
北京,廊坊
北京,上海
北京,天津
上海,苏州
合肥,宿州
武汉,赣州
福州,宁德
北京,邯郸
北京,滨州
北京,德州
北京,保定
北京,亳州
北京,石家庄
北京,唐山
北京,沧州
北京,晋中
北京,深圳
北京,武汉
北京,忻州
北京,开封
北京,安阳
北京,平顶山
北京,鄂尔多斯
北京,永州
北京,济宁
上海,常州
上海,榆林
上海,长沙
上海,杭州
上海,沈阳
北京,长沙
南京,宁波
昆明,上海
上海,昆明
上海,佛山
上海,金华
上海,太原
上海,上饶
上海,泰州
上海,包头
上海,海口
上海,贵阳
郑州,新乡
郑州,商丘
郑州,北京
南通,运城
苏州,无锡
常州,上海
无锡,北京
南京,扬州
南京,成都
南京,徐州
西安,渭南
南宁,上海
济南,枣庄
石家庄,运城
宁波,广州
杭州,舟山
杭州,合肥
杭州,成都
杭州,武汉
拉萨,青岛
呼和浩特,锡林郭勒盟
成都,乐山
成都,西安
成都,自贡
成都,海口
北京,德州
北京,承德
北京,芜湖
北京,锡林郭勒盟
北京,新乡
北京,常州
北京,淄博
北京,伊犁哈萨克自治州
北京,银川
合肥,六安
芜湖,杭州
佛山,上海
广州,南宁
深圳,临沂
深圳,拉萨
深圳,喀什地区
深圳,无锡
深圳,厦门
深圳,淮安
深圳,沈阳
深圳,济南
深圳,潍坊
长春,北京
大连,济南
大连,上海
贵阳,黔东南苗族侗族自治州
孝感,北京
武汉,北京
东莞,上海
东莞,深圳
福州,南平
福州,厦门
厦门,漳州
泰州,上海
南昌,上海
海口,三亚
湖州,上海
湖州,杭州
伊犁哈萨克自治州,阿勒泰地区
天津,深圳
滨州,北京
廊坊,北京
芜湖,北京
佛山,北京
深圳,合肥
深圳,嘉兴
深圳,惠州
衢州,上海
嘉兴,天津
温州,杭州
杭州,舟山
杭州,武汉
惠州,深圳
福州,苏州
上海,大连
泉州,厦门
南平,莆田
扬州,上海
扬州,南京
包头,北京
鹰潭,北京
宜春,长沙
吉安,广州
成都,深圳
海口,北京
北京,保定
北京,廊坊
北京,珠海
北京,兰州
北京,厦门
南通,苏州
南京,南通
贵阳,北京
济南,上海
济南,枣庄
伊犁哈萨克自治州,上海
天津,南京
天津,伊犁哈萨克自治州
广州,深圳
昭通,昆明
深圳,惠州
宁波,北京
克孜勒苏柯尔克孜自治州,北京
北京,郑州
北京,成都
南宁,柳州
上海,聊城
上海,福州
上海,镇江
上海,宿迁
上海,徐州
上海,沈阳
上海,金华
上海,济南
合肥,六安
佛山,广州
